"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"127735","spm","","1195705","0","154685","AMNH FI-85650","paratype","","","shell","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127736","spm","","1195705","0","154685","AMNH FI-85651","paratype","","","shell","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127737","spm","","1195705","0","154685","AMNH FI-85652","paratype","","","valve","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127738","spm","","1195705","0","154685","AMNH FI-85653","paratype","","","shell","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127739","spm","","1195705","0","154685","AMNH FI-85654","paratype","","","shell","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127740","spm","","1195705","0","154685","AMNH FI-85655","paratype","","","valve","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127741","spm","","1195705","0","154685","AMNH FI-85660","paratype","","","shell","","1","table","","","Menathyris wilsoni","species","289322","","Menathyris wilsoni","species","289322","242","235","50275"
"127794","spm","","1196805","0","146282","NIGP 44789","holotype","","","tegmen","","1","text","","","Shaanxioscarta juxta","species","289739","","Shaanxioscarta juxta","species","289739","242","235","50344"
"127818","spm","","1197140","0","154842","NHMW 2012z0133/0278","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127819","spm","","1197140","0","154842","NHMW 2012z0133/0279","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127820","spm","","1197140","0","154842","NHMW 2012z0133/0280","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127821","spm","","1197142","0","154843","NHMW 2012z0133/0014","holotype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127822","spm","","1197142","0","154843","NHMW 2012z0133/0013","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127823","spm","","1197142","0","154843","NHMW 2012z0133/0001","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127824","spm","","1197142","0","154843","NHMW 2012z0133/0002","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127825","spm","","1197142","0","154843","NHMW 2012z0133/0003","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127826","spm","","1197142","0","154843","NHMW 2012z0133/0004","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127827","spm","","1197142","0","154843","NHMW 2012z0133/0005","paratype","","","shell","","1","table","","","Kasimlarceltites krystyni","species","229470","","Kasimlarceltites krystyni","species","229470","235","232","40844"
"127828","spm","","1197143","0","154843","NHMW 2012z0133/0290","holotype","","","shell","","1","table","","","Klipsteinia disciformis","species","229471","","Klipsteinia disciformis","species","229471","235","232","40844"
"127829","spm","","1197143","0","154843","NHMW 2012z0133/0293","paratype","","","shell","","1","table","","","Klipsteinia disciformis","species","229471","","Klipsteinia disciformis","species","229471","235","232","40844"
"127830","spm","","1197143","0","154843","NHMW 2012z0133/0291","paratype","","","shell","","1","table","","","Klipsteinia disciformis","species","229471","","Klipsteinia disciformis","species","229471","235","232","40844"
"127831","spm","","1197143","0","154843","NHMW 2012z0133/0292","paratype","","","shell","","1","table","","","Klipsteinia disciformis","species","229471","","Klipsteinia disciformis","species","229471","235","232","40844"
"127832","spm","","1197155","0","154847","NHMW 2012z0133/0310","holotype","","","shell","","1","table","","","Anasirenites crassicrenulatus","species","289883","","Anasirenites crassicrenulatus","species","289883","235","232","40844"
"127833","spm","","1197155","0","154847","NHMW 2012z0133/0309","paratype","","","shell","","1","table","","","Anasirenites crassicrenulatus","species","289883","","Anasirenites crassicrenulatus","species","289883","235","232","40844"
"127834","spm","","1197151","0","154847","NHMW 2012z0133/0331","","","","shell","","1","table","","","Neoprotrachyceras attila","species","289878","","Neoprotrachyceras attila","species","289877","235","232","40844"
"127835","spm","","1197152","0","154847","NHMW 2012z0133/0317","","","","shell","","1","table","","","Neoprotrachyceras baconicum","species","289880","","Neoprotrachyceras baconicum","species","289879","235","232","40844"
"127836","spm","","1197152","0","154847","NHMW 2012z0133/0314","","","","shell","","1","table","","","Neoprotrachyceras baconicum","species","289880","","Neoprotrachyceras baconicum","species","289879","235","232","40844"
"127837","spm","","1197152","0","154847","NHMW 2012z0133/0315","","","","shell","","1","table","","","Neoprotrachyceras baconicum","species","289880","","Neoprotrachyceras baconicum","species","289879","235","232","40844"
"127838","spm","","1197152","0","154847","NHMW 2012z0133/0316","","","","shell","","1","table","","","Neoprotrachyceras baconicum","species","289880","","Neoprotrachyceras baconicum","species","289879","235","232","40844"
"127839","spm","","1197152","0","154847","NHMW 2012z0133/0319","","","","shell","","1","table","","","Neoprotrachyceras baconicum","species","289880","","Neoprotrachyceras baconicum","species","289879","235","232","40844"
"127840","spm","","1197152","0","154847","NHMW 2012z0133/0320","","","","shell","","1","table","","","Neoprotrachyceras baconicum","species","289880","","Neoprotrachyceras baconicum","species","289879","235","232","40844"
"127841","spm","","1197144","0","154843","NHMW 2012z0133/0281","","","","shell","","1","table","","","Sirenites senticosus","species","289882","","Sirenites senticosus","species","289881","235","232","40844"
"127842","spm","","1197154","0","154847","NHMW 2012z0133/0289","","","","shell","","1","table","","","Sirenites senticosus","species","289882","","Sirenites senticosus","species","289881","235","232","40844"
"127843","spm","","1197154","0","154847","NHMW 2012z0133/0285","","","","shell","","1","table","","","Sirenites senticosus","species","289882","","Sirenites senticosus","species","289881","235","232","40844"
"127844","spm","","1197182","0","154859","NHMW 2012z0133/0368","","","","shell","","1","table","","","Paratropites hoetzendorfii","species","289884","","Paratropites hoetzendorfii","species","289884","232","221.5","40844"
"127845","spm","","1197169","0","154853","NHMW 2012z0133/0352","","","","shell","","1","table","","","Paratropites hoetzendorfii","species","289884","","Paratropites hoetzendorfii","species","289884","232","221.5","40844"
"127846","spm","","1197185","0","154861","NHMW 2012z0133/0350","","","","shell","","1","table","","","Trachysagenites beckei","species","289886","","Trachysagenites beckei","species","289886","232","221.5","40844"
"127847","spm","","1197170","0","154853","NHMW 2012z0133/0443","","","","shell","","1","table","","","Proarcestes","genus","14340","","Proarcestes","genus","14340","232","221.5","40844"
"127848","spm","","1197150","0","154846","NHMW 2012z0133/0479","","","","shell","","1","table","","","Megaphyllites jarbas","species","278579","","Megaphyllites jarbas","species","269415","235","232","40844"
"128219","spm","","1198060","0","151962","MCNAM-PI 24604","holotype","","","forewing","","1","text","","","Potrerilloxyela menendezi","species","290126","","Potrerilloxyela menendezi","species","290126","237","228","50472"
"128310","spm","","1198536","0","117138","82TH6-1/T087","holotype","","","forewing","","1","text","","","Shaanxichorista hejiafangensis","species","290404","","Shaanxichorista hejiafangensis","species","290404","242","235","50518"
"128311","spm","","1198537","0","117138","82TH6-1/T149","holotype","","","forewing","","1","text","","","Choristites martinsoni","species","290406","recombined as","Hongchoristites martinsoni","species","290406","242","235","50518"
"128312","spm","","1198538","0","117138","TH99-1/039","holotype","","","forewing","","1","text","","","Neorthophlebopsis qishuiheensis","species","290408","","Neorthophlebopsis qishuiheensis","species","290408","242","235","50519"
"128380","spm","","1198969","0","155014","Si1001","holotype","","","tegmen","","1","text","","","Taublatta lata","species","290055","","Taublatta lata","species","290055","237","201.3","50447"
"128662","spm","","1199689","0","155156","","holotype","","","tegmen","","1","text","","","Sogdoblatta shanxiensis","species","290717","","Sogdoblatta shanxiensis","species","290717","242","237","50562"
